498,Philippine Deer,Rusa marianna,15 yrs
499,Mantled Howler Monkey,Alouatta palliata,20-25 yrs
500,Cape Genet,Genetta tigrina,15 yrs
501,Black Lion Tamarin,Leontopithecus chrysopygus,10-28 yrs
502,Nilgiri Marten,Martes gwatkinsii,
503,Red-Legged Pademelon,Thylogale stigmatica,9.7 yrs
504,Spectacled Flying Fox,Pteropus conspicillatus,12-30 yrs
505,Brush Rabbit,Sylvilagus bachmani,2 yrs
506,Dusky Leaf Monkey,Trachypithecus obscurus,25 yrs
507,Silky Sifaka,Propithecus candidus,23 yrs
508,Spanish Ibex,Capra pyrenaica,12-16 yrs
509,Huemul,Hippocamelus bisulcus,14 yrs
510,Brown Spider Monkey,Ateles hybridus,10-27 yrs
511,Greater Grison,Galictis vittata,10 yrs
512,Japanese Marten,Martes melampus,12 yrs
513,Tasmanian Pademelon,Thylogale billardierii,5-6 yrs
514,Marsh Deer,Blastocerus dichotomus,10 yrs
515,Mantled Guereza,Colobus guereza,20-29 yrs
516,Hispaniolan Solenodon,Solenodon paradoxus,11 yrs
517,Malagasy Civet,Fossa fossana,21 yrs
518,Common Duiker,Sylvicapra grimmia,8-14 yrs
519,Stump-Tailed Macaque,Macaca arctoides,up to 30 yrs
520,Mountain Gazelle,Gazella gazella,8-15 yrs
521,Meadow Jumping Mouse,Zapus hudsonius,3-5 yrs
522,Western Spotted Skunk,Spilogale gracilis,10 yrs
523,Red-Faced Spider Monkey,Ateles paniscus,34-46 yrs
524,Snow sheep,Ovis nivicola,
525,Black-Headed Spider Monkey,Ateles fusciceps,24 yrs
526,Feathertail Glider,Acrobates pygmaeus,4-7 yrs
527,Spotted-Necked Otter,Hydrictis maculicollis,20 yrs
528,Silvery Lutung,Trachypithecus cristatus,31 yrs
529,American Hog-Nosed Skunk,Conepatus leuconotus,7-8 yrs
530,Neotropical River Otter,Lontra longicaudis,
531,Goeldi's Marmoset,Callimico goeldii,10 yrs
532,White-Faced Saki,Pithecia pithecia,15-36 yrs
533,Rock Squirrel,Otospermophilus variegatus,2-3 yrs
534,Black and Rufous Elephant Shrew,Rhynchocyon petersi,
535,Japanese Weasel,Mustela itatsi,2-8 yrs
536,Central American Squirrel Monkey,Saimiri oerstedii,15-20 yrs
537,Matschie's Tree-Kangaroo,Dendrolagus matschiei,14-20 yrs
538,Vancouver Island marmot,Marmota vancouverensis,10 yrs
539,New Zealand Fur Seal,Arctocephalus forsteri,12-15 yrs
540,Squirrel Glider,Petaurus norfolcensis,3-6 yrs
541,Diana Monkey,Cercopithecus diana,20 yrs
542,Giant Otter Shrew,Potamogale velox,
543,Mountain Cottontail,Sylvilagus nuttallii,3-7.4 yrs
544,Woodland Jumping Mouse,Napaeozapus insignis,2-4 yrs
545,Russian Desman,Desmana moschata,4 yrs
546,White-Bellied Musk Deer,Moschus leucogaster,10-14 yrs
547,Red Slender Loris,Loris tardigradus,15-20 yrs
548,Brown Long-Eared Bat,Plecotus auritus,4-30 yrs
549,Yellow-Necked Mouse,Apodemus flavicollis,12-24 mos
550,Cape Ground Squirrel,Xerus inauris,11.5 yrs
551,Field Vole,Microtus agrestis,18 mos
552,Pygmy Slow Loris,Nycticebus pygmaeus,20 yrs
553,Woylie,Bettongia penicillata,4-14 yrs
554,North Sulawesi Babirusa,Babyrousa celebensis,23 yrs
555,Flores Giant Rat,Papagomys armandvillei,
556,Eurasian Water Shrew,Neomys fodiens,1.5-3 yrs
557,White-Tailed Mongoose,Ichneumia albicauda,10-14 yrs
558,Gray Mouse Lemur,Microcebus murinus,3-15.5 yrs
559,Pampas Deer,Ozotoceros bezoarticus,12-20 yrs
560,Great Flying Fox,Pteropus neohibernicus,9-23 years
561,Long-Nosed Potoroo,Potorous tridactylus,5-12 yrs
562,Silver-Haired Bat,Lasionycteris noctivagans,up to 12 yrs
563,Hoary Fox,Lycalopex vetulus,
564,Common Dwarf Mongoose,Helogale parvula,10-18 yrs
565,Townsend's big-eared bat,Corynorhinus townsendii,
566,Desert Hedgehog,Paraechinus aethiopicus,3-10 yrs
567,Gunnison's Prairie Dog,Cynomys gunnisoni,3-8 yrs
568,Northern Quoll,Dasyurus hallucatus,1-3 yrs
569,François' Langur,Trachypithecus francoisi,26 yrs
570,Hirola,Beatragus hunteri,10-15 yrs
571,Pampas fox,Lycalopex gymnocercus,
572,Gray bat,Myotis grisescens,
573,Desert Kangaroo Rat,Dipodomys deserti,5.5-8 yrs
574,Lesser Hedgehog Tenrec,Echinops telfairi,10-14 yrs
575,Palawan stink badger,Mydaus marchei,
576,Greater Glider,Petauroides volans,15 yrs
577,North African hedgehog,Atelerix algirus,
578,Sir David's long-beaked echidna,Zaglossus attenboroughi,
579,Least Chipmunk,Tamias minimus,2-6 yrs
580,Tapeti,Sylvilagus brasiliensis,
581,Myanmar snub-nosed monkey,Rhinopithecus strykeri,
582,Malayan Civet,Viverra tangalunga,11-12 yrs
583,Verreaux's Sifaka,Propithecus verreauxi,18-23 yrs
584,Botta's Pocket Gopher,Thomomys bottae,2.5 yrs
585,Spinifex Hopping Mouse,Notomys alexis,2 yrs
586,Mongolian gazelle,Procapra gutturosa,
587,Bornean ferret-badger,Melogale everetti,
588,Utah Prairie Dog,Cynomys parvidens,8 yrs
589,Agile Wallaby,Macropus agilis,11-14 yrs
590,Banded palm civet,Hemigalus derbyanus,
591,Goodfellow's Tree-Kangaroo,Dendrolagus goodfellowi,8-14 yrs
592,Musky Rat-Kangaroo,Hypsiprymnodon moschatus,4 yrs
593,Honey Possum,Tarsipes rostratus,1-2 yrs
594,Liberian mongoose,Liberiictis kuhni,
595,Hainan black crested gibbon,Nomascus hainanus,
596,Japanese Squirrel,Sciurus lis,12-14 yrs
597,Northern pig-tailed macaque,Macaca leonina,
598,Indo-Pacific humpback dolphin,Sousa chinensis,
599,Pyrenean Desman,Galemys pyrenaicus,3.5 yrs
600,Short-Tailed Chinchilla,Chinchilla chinchilla,8-20 yrs
601,Galápagos Fur Seal,Arctocephalus galapagoensis,22 yrs
602,Gray short-tailed opossum,Monodelphis domestica,
603,Bengal slow loris,Nycticebus bengalensis,
604,Black Howler Monkey,Alouatta caraya,15-20 yrs
605,South American Fur Seal,Arctocephalus australis,12-30 yrs
606,Indian hare,Lepus nigricollis,
607,European Ground Squirrel,Spermophilus citellus,8-10 yrs
608,Daubenton's bat,Myotis daubentonii,
609,Golden Bamboo Lemur,Hapalemur aureus,12-23 yrs
610,Belding's ground squirrel,Urocitellus beldingi,
611,Marsh Mongoose,Atilax paludinosus,17 yrs
612,Tricolored bat,Perimyotis subflavus,
613,Columbian Ground Squirrel,Urocitellus columbianus,2-3 yrs
614,Banded linsang,Prionodon linsang,
615,White-Tailed Prairie Dog,Cynomys leucurus,4 yrs
616,Giant muntjac,Muntiacus vuquangensis,
617,Tonkin Snub-Nosed Monkey,Rhinopithecus avunculus,20-29 yrs
618,Southern African Hedgehog,Atelerix frontalis,3-7 yrs
619,Mountain Reedbuck,Redunca fulvorufula,14 yrs
620,Greater bulldog bat,Noctilio leporinus,
621,Sunda stink badger,Mydaus javanensis,
622,Bobak marmot,Marmota bobak,
623,Buru babirusa,Babyrousa babyrussa,
624,Taruca,Hippocamelus antisensis,
625,Royal Antelope,Neotragus pygmaeus,6.8 yrs
626,Indian spotted chevrotain,Moschiola indica,
627,Formosan Rock Macaque,Macaca cyclopis,up to 30 yrs
628,Round-Tailed Ground Squirrel,Xerospermophilus tereticaudus,8.9 yrs
629,Garden dormouse,Eliomys quercinus,
630,Guadalupe fur seal,Arctocephalus townsendi,
631,Cactus mouse,Peromyscus eremicus,
632,Mahogany Glider,Petaurus gracilis,5-6 yrs
633,Lesser grison,Galictis cuja,
634,Southern Three-Banded Armadillo,Tolypeutes matacus,36 yrs
635,Yellow-Backed Duiker,Cephalophus silvicultor,10-22 yrs
636,Brush-Tailed Phascogale,Phascogale tapoatafa,1-3 yrs
637,Egyptian weasel,Mustela subpalmata,
638,Red-crested tree-rat,Santamartamys rufodorsalis,
639,Molina's hog-nosed skunk,Conepatus chinga,
640,Red-Tailed Monkey,Cercopithecus ascanius,28 yrs
641,Humboldt's hog-nosed skunk,Conepatus humboldtii,
642,Agile gibbon,Hylobates agilis,
643,Javan ferret-badger,Melogale orientalis,
644,Straw-Coloured Fruit Bat,Eidolon helvum,15-22 yrs
645,Clymene dolphin,Stenella clymene,
646,Large-eared pika,Ochotona macrotis,
647,Malayan Porcupine,Hystrix brachyura,27 yrs
648,Blue-Eyed Black Lemur,Eulemur flavifrons,20-25 yrs
649,Spotted linsang,Prionodon pardicolor,
650,Bohor Reedbuck,Redunca redunca,10 yrs
651,Tailless Tenrec,Tenrec ecaudatus,5-6 yrs
652,Eastern Long-Beaked Echidna,Zaglossus bartoni,30 yrs
653,Pied tamarin,Saguinus bicolor,
654,Japanese giant flying squirrel,Petaurista leucogenys,
655,Common noctule,Nyctalus noctula,
656,Allen's Swamp Monkey,Allenopithecus nigroviridis,23 yrs
657,Hose's langur,Presbytis hosei,
658,Pallid bat,Antrozous pallidus,
659,Western hoolock gibbon,Hoolock hoolock,
660,Southern Viscacha,Lagidium viscacia,19 yrs
661,Northern white-breasted hedgehog,Erinaceus roumanicus,
662,Günther's dik-dik,Madoqua guentheri,
663,Buettikofer's Epauletted Fruit Bat,Epomops buettikoferi,
664,Chinese Ferret-Badger,Melogale moschata,10-17 yrs
665,Eurasian Pygmy Shrew,Sorex minutus,15 mos
666,Pyrenean Chamois,Rupicapra pyrenaica,22 yrs
667,Arabian Tahr,Arabitragus jayakari,22 yrs
668,Grivet,Chlorocebus aethiops,13-30 yrs
669,Hairy-Nosed Otter,Lutra sumatrana,10 yrs
670,Mauritanian Flying Fox,Pteropus niger,19 yrs
671,Sunda Slow Loris,Nycticebus coucang,20-24 yrs
672,Southern River Otter,Lontra provocax,3-10 yrs
673,Bouvier's Red Colobus,Piliocolobus bouvieri,
674,European wildcat,Felis silvestris silvestris,15 YEARS
675,Southern Pudu,Pudu puda,10-17 yrs
676,Greater Mouse-Deer,Tragulus napu,14 yrs
677,Bongo Antelope,Tragelaphus eurycerus,19 yrs
678,Baird's Tapir,Tapirus bairdii,over 30 yrs
679,Barasingha,Rucervus duvaucelii,20-23 yrs
680,Purple-Faced Langur,Semnopithecus vetulus,23 yrs
681,Brazilian Three-Banded Armadillo,Tolypeutes tricinctus,12-19 yrs
682,Ghost Bat,Macroderma gigas,16 yrs
683,Greater Short-Nosed Fruit Bat,Cynopterus sphinx,10 yrs
684,Mountain Anoa,Bubalus quarlesi,20-30 yrs
685,Blue Duiker,Philantomba monticola,10-16 yrs
686,New England Cottontail,Sylvilagus transitionalis,3 yrs
687,Lowland Anoa,Bubalus depressicornis,20-30 yrs
688,Siberian Flying Squirrel,Pteromys volans,5 yrs
689,Suni,Nesotragus moschatus,10 yrs
690,Mountain Weasel,Mustela altaica,
691,Himalayan Goral,Naemorhedus goral,14-15 yrs
692,Cape Porcupine,Hystrix africaeaustralis,
693,Mountain Nyala,Tragelaphus buxtoni,15-20 yrs
694,Maned Sloth,Bradypus torquatus,12 yrs
695,Greater Mouse-Eared Bat,Myotis myotis,3-14 yrs
696,Common Spotted Cuscus,Spilocuscus maculatus,11 yrs
697,Black Snub-Nosed Monkey,Rhinopithecus bieti,
698,Marsh Rice Rat,Oryzomys palustris,up to 1 yr
699,Visayan Spotted Deer,Rusa alfredi,15-20 yrs
700,American water shrew,Sorex palustris,1.5 years
701,Fat-Tailed Dwarf Lemur,Cheirogaleus medius,15-30 yrs
702,Yellow-Tailed Woolly Monkey,Oreonax flavicauda,10-20 yrs
703,Lesser horseshoe bat,Rhinolophus hipposideros,
704,Ruddy mongoose,Herpestes smithii,
705,Cuvier's Gazelle,Gazella cuvieri,18 yrs
706,Rodrigues Flying Fox,Pteropus rodricensis,30 yrs
707,La Plata Dolphin,Pontoporia blainvillei,20 yrs
708,American pygmy shrew,Sorex hoyi,
709,Dusky pademelon,Thylogale brunii,
710,Servaline genet,Genetta servalina,
711,Sumatran striped rabbit,Nesolagus netscheri,
712,White-Headed Capuchin,Cebus capucinus,30-55 yrs
713,White-eared opossum,Didelphis albiventris,1.5 years
714,Mona Monkey,Cercopithecus mona,30 yrs
715,Prehesile-Tailed Porcupine,Coendou prehensilis,17-27 yrs
716,Indian long-eared hedgehog,Hemiechinus collaris,
717,Spectral Tarsier,Tarsius spectrum,10-17 yrs
718,Javan slow loris,Nycticebus javanicus,
719,Tibetan macaque,Macaca thibetana,
720,Golden-Headed Lion Tamarin,Leontopithecus chrysomelas,21 yrs
721,Prevost's squirrel,Callosciurus prevostii,
722,Diademed Sifaka,Propithecus diadema,25 yrs
723,Gray Four-Eyed Opossum,Philander opossum,2.5-3.5 yrs
724,Malagasy giant rat,Hypogeomys antimena,
725,Long-Tailed Goral,Naemorhedus caudatus,15-17 yrs
726,Capped Langur,Trachypithecus pileatus,10-12 yrs
727,Northern olingo,Bassaricyon gabbii,
728,Northern right whale dolphin,Lissodelphis borealis,
729,Ryukyu Flying Fox,Pteropus dasymallus,10-24 yrs
730,Dibatag,Ammodorcas clarkei,
731,African striped weasel,Poecilogale albinucha,
732,Southern reedbuck,Redunca arundinum,
733,Crowned Lemur,Eulemur coronatus,20-36 yrs
734,Red Giant Flying Squirrel,Petaurista petaurista,16 yrs
735,Subantarctic Fur Seal,Arctocephalus tropicalis,20-25 yrs
736,Zebra duiker,Cephalophus zebra,
737,Javan warty pig,Sus verrucosus,
738,Greater noctule bat,Nyctalus lasiopterus,
739,Round-tailed muskrat,Neofiber alleni,
740,Common Brown Lemur,Eulemur fulvus,above 30 yrs
741,Southern bog lemming,Synaptomys cooperi,
742,Saharan striped polecat,Ictonyx libycus,
743,Otter civet,Cynogale bennettii,
744,Silvery Gibbon,Hylobates moloch,30-40 yrs
745,Northern plains gray langur,Semnopithecus entellus,
746,Camas pocket gopher,Thomomys bulbivorus,
747,Speke's Gazelle,Gazella spekei,12 yrs
748,Golden palm civet,Paradoxurus zeylonensis,
749,Woodland vole,Microtus pinetorum,
750,Assam macaque,Macaca assamensis,
751,Gray brocket,Mazama gouazoubira,
752,Brush-Tailed Rock-Wallaby,Petrogale penicillata,5-10 yrs
753,Mohol bushbaby,Galago moholi,
754,Australian Snubfin Dolphin,Orcaella heinsohni,20-28 yrs
755,Chilean dolphin,Cephalorhynchus eutropia,
756,Nile Lechwe,Kobus megaceros,10-12 yrs
757,Lesser Egyptian jerboa,Jaculus jaculus,
758,Japanese Hare,Lepus brachyurus,4 yrs
759,Red Howler Monkey,Alouatta seniculus,25 yrs
760,Southern white-breasted hedgehog,Erinaceus concolor,
761,Evening bat,Nycticeius humeralis,
762,Angola Colobus,Colobus angolensis,20-30 yrs
763,Bawean deer,Hyelaphus kuhlii,
764,Indian giant flying squirrel,Petaurista philippensis,
765,Pygmy spotted skunk,Spilogale pygmaea,
766,Striped Possum,Dactylopsila trivirgata,5-9.7 yrs
767,Amur hedgehog,Erinaceus amurensis,
768,Alaska marmot,Marmota broweri,
769,Ring-Tailed Mongoose,Galidia elegans,13 yrs
770,Striped hog-nosed skunk,Conepatus semistriatus,
771,Red-rumped Agouti,Dasyprocta leporina,15-20 yrs
772,Sechuran fox,Lycalopex sechurae,
773,Ord's kangaroo rat,Dipodomys ordii,
774,Gray Slender Loris,Loris lydekkerianus,15-20 yrs
775,Salt Marsh Harvest Mouse,Reithrodontomys raviventris,12-18 mos
776,Jamaican fruit bat,Artibeus jamaicensis,
777,Indian hedgehog,Paraechinus micropus,
778,Red-Handed Tamarin,Saguinus midas,10-16 yrs
779,Brown greater galago,Otolemur crassicaudatus,
780,Strap-toothed whale,Mesoplodon layardii,
781,Stripe-necked mongoose,Herpestes vitticollis,
782,North American least shrew,Cryptotis parva,
783,Serotine bat,Eptesicus serotinus,
784,Black Lemur,Eulemur macaco,20-25 yrs
785,White-Tailed Antelope Squirrel,Ammospermophilus leucurus,5.10 yrs
786,Great Gebril,Rhombomys opimus,2-4 yrs
787,Bonin flying fox,Pteropus pselaphon,
788,Bemaraha woolly lemur,Avahi cleesei,
789,Colombian weasel,Mustela felipei,
790,Phayre's leaf monkey,Trachypithecus phayrei,
791,Six-banded armadillo,Euphractus sexcinctus,
792,Greater Bamboo Lemur,Prolemur simus,17 yrs
793,Amazon weasel,Mustela africana,
794,Lesser short-nosed fruit bat,Cynopterus brachyotis,
795,Juan Fernández fur seal,Arctocephalus philippii,
796,Large mole,Mogera robusta,
797,Blond Capuchin,Sapajus flavius,
798,Lesser mole-rat,Spalax leucodon,
799,Goa,Procapra picticaudata,
800,Southern Short-Tailed Shrew,Blarina carolinensis,1 yr
801,Azara's Agouti,Dasyprocta azarae,up to 20 yrs
802,Yellow-Bellied Glider,Petaurus australis,10 yrs
803,Mongoose Lemur,Eulemur mongoz,18-26 yrs
804,Pichi,Zaedyus pichiy,
805,Pileated gibbon,Hylobates pileatus,
806,Southern tree hyrax,Dendrohyrax arboreus,
807,Hose's palm civet,Diplogale hosei,
808,Yellow-bellied weasel,Mustela kathiah,
809,Brants's whistling rat,Parotomys brantsii,
810,Horsfield'd Tarsier,Cephalopachus bancanus,12-17 yrs
811,Brazilian Guinea Pig,Cavia aperea,3-10 yrs
812,Scrub Hare,Lepus saxatilis,1-7 yrs
813,Brandt's bat,Myotis brandtii,
814,Common treeshrew,Tupaia glis,
815,Golden-Crowned Sifaka,Propithecus tattersalli,17-20 yrs
816,Hispid Cotton Rat,Sigmodon hispidus,6 mos-5 yrs
817,Pen-tailed treeshrew,Ptilocercus lowii,
818,Geoffroy's Tamarin,Saguinus geoffroyi,up to 13 yrs
819,Roloway Monkey,Cercopithecus roloway,20-30 yrs
820,Northern bat,Eptesicus nilssonii,
821,Plantain squirrel,Callosciurus notatus,
822,Kipunji,Rungwecebus kipunji,
823,Delacour's langur,Trachypithecus delacouri,
824,Brown palm civet,Paradoxurus jerdoni,
825,Cinereus shrew,Sorex cinereus,
826,Philippine naked-backed fruit bat,Dobsonia chapmani,
827,Salt's dik-dik,Madoqua saltiana,
828,Tufted Gray Langur,Semnopithecus priam,
829,Indian brown mongoose,Herpestes fuscus,
830,Chinese Goral,Naemorhedus griseus,15-17 yrs
831,Dingiso,Dendrolagus mbaiso,
832,Alaskan hare,Lepus othus,
833,Soprano pipistrelle,Pipistrellus pygmaeus,
834,Northern pocket gopher,Thomomys talpoides,
835,Large-spotted civet,Viverra megaspila,
836,Livingstone's fruit bat,Pteropus livingstonii,
837,Malayan weasel,Mustela nudipes,
838,Hero shrew,Scutisorex somereni,
839,Painted bat,Kerivoula picta,
840,Shepherd's beaked whale,Tasmacetus shepherdi,
841,Pallas's squirrel,Callosciurus erythraeus,
842,Barbary ground squirrel,Atlantoxerus getulus,
843,Appalachian Cottontail,Sylvilagus obscurus,1 yr
844,Northern Pika,Ochotona hyperborea,3 yrs
845,Dibbler,Parantechinus apicalis,2-3 yrs
846,Fat-Tailed Dunnart,Sminthopsis crassicaudata,1.3-1.5 yrs
847,Myotis septentrionalis,Myotis septentrionalis,
848,Southern spotted skunk,Spilogale angustifrons,
849,Black-Capped Squirrel Monkey,Saimiri boliviensis,up to 30 yrs
850,Ricefield rat,Rattus argentiventer,
851,Leopardus guttulus,Leopardus guttulus,
852,Northern collared lemming,Dicrostonyx groenlandicus,
853,Back-striped weasel,Mustela strigidorsa,
854,Lesser long-nosed bat,Leptonycteris yerbabuenae,
855,Black Jackrabbit,Lepus insularis,1-5 yrs
856,Fraser's dolphin,Lagenodelphis hosei,
857,Fat Sand Mouse,Psammomys obesus,14 mos-4 yrs
858,Cream-coloured giant squirrel,Ratufa affinis,
859,Nepal gray langur,Semnopithecus schistaceus,
860,Ornate shrew,Sorex ornatus,
861,Pygmy Tarsier,Tarsius pumilus,12-20 yrs
862,Western Pygmy Possum,Cercartetus concinnus,1-3 yrs
863,Bennett's Tree-Kangaroo,Dendrolagus bennettianus,15-20 yrs
864,Yellow-Pine Chipmunk,Neotamias amoenus,3-5 yrs
865,Kashmir gray langur,Semnopithecus ajax,
866,Sulawesi bear cuscus,Ailurops ursinus,
867,Plateau pika,Ochotona curzoniae,
868,Peruvian Spider Monkey,Ateles chamek,20-48 yrs
869,Annamite striped rabbit,Nesolagus timminsi,
870,Variegated Squirrel,Sciurus variegatoides,8-23 yrs
871,Northern Luzon giant cloud rat,Phloeomys pallidus,
872,Collared Mangabey,Cercocebus torquatus,14-30 yrs
873,Taiwan serow,Capricornis swinhoei,
874,African giant shrew,Crocidura olivieri,
875,Black-Tufted Marmoset,Callithrix penicillata,15 yrs
876,Giant Kangaroo Rat,Dipodomys ingens,5-9.8 yrs
877,Beira,Dorcatragus megalotis,
878,American shrew mole,Neurotrichus gibbsii,
879,Togian babirusa,Babyrousa togeanensis,
880,Golden-Bellied Capuchin,Sapajus xanthosternos,30 yrs
881,Yellow-cheeked gibbon,Nomascus gabriellae,
882,Forest dormouse,Dryomys nitedula,
883,Lundomys,Lundomys molitor,
884,Franklin's Ground Squirrel,Poliocitellus franklinii,1-5 yrs
885,Bridled Nail-Tail Wallaby,Onychogalea fraenata,6-12 yrs
886,Mexican Gray Squirrel,Sciurus aureogaster,6 yrs
887,Rusty-spotted genet,Genetta maculata,
888,Greater false vampire bat,Lyroderma lyra,
889,Greater spot-nosed monkey,Cercopithecus nictitans,
890,Northern naked-tailed armadillo,Cabassous centralis,
891,Abyssinian genet,Genetta abyssinica,
892,Striped Field Mouse,Apodemus agrarius,1-4 yrs
893,Desert Woodrat,Neotoma lepida,3-5 yrs
894,Brown Woolly Monkey,Lagothrix lagothricha,25-30 yrs
895,Calabar angwantibo,Arctocebus calabarensis,
896,Grey-cheeked mangabey,Lophocebus albigena,
897,Northern greater galago,Otolemur garnettii,
898,Brown Antechinus,Antechinus stuartii,1-3 yrs
899,Tehuantepec jackrabbit,Lepus flavigularis,
900,Guatemalan Black Howler,Alouatta pigra,up to 20 yrs
901,Naked-rumped tomb bat,Taphozous nudiventris,
902,Caucasian squirrel,Sciurus anomalus,
903,Southern Muriqui,Brachyteles arachnoides,
904,African pygmy squirrel,Myosciurus pumilio,
905,Brown-mantled tamarin,Leontocebus fuscicollis,
906,Merriam's Kangaroo Rat,Dipodomys merriami,9 yrs
907,Seychelles fruit bat,Pteropus seychellensis,
908,Spotted bat,Euderma maculatum,
909,Red forest duiker,Cephalophus natalensis,
910,Nasuella olivacea,Nasuella olivacea,
911,African brush-tailed porcupine,Atherurus africanus,
912,L'Hoest's Monkey,Cercopithecus lhoesti,above 30 yrs
913,Northern grasshopper mouse,Onychomys leucogaster,
914,Brown Howler,Alouatta guariba,15-20 yrs
915,Burmeister's porpoise,Phocoena spinipinnis,
916,Red goral,Naemorhedus baileyi,
917,King Colobus,Colobus polykomos,23.5 yrs
918,Pig-tailed langur,Simias concolor,
919,Banded Hare-Wallaby,Lagostrophus fasciatus,6 yrs
920,Western harvest mouse,Reithrodontomys megalotis,
921,Arizona gray squirrel,Sciurus arizonensis,
922,Wedge-capped capuchin,Cebus olivaceus,
923,Daurian hedgehog,Mesechinus dauuricus,
924,Eastern falanouc,Eupleres goudotii,
925,White-headed marmoset,Callithrix geoffroyi,
926,Red-Tailed Squirrel,Sciurus granatensis,6-11.5 yrs
927,Northern brown bandicoot,Isoodon macrourus,
928,Natterer's bat,Myotis nattereri,
929,White-Cheeked Spider Monkey,Ateles marginatus,20 yrs
930,Big-Headed Mole-Rat,Tachyoryctes macrocephalus,1-3 yrs
931,Gray-shanked douc,Pygathrix cinerea,
932,Indian Ocean humpback dolphin,Sousa plumbea,
933,Hairy-tailed mole,Parascalops breweri,
934,Derby's woolly opossum,Caluromys derbianus,6.5 years
935,Finlayson's squirrel,Callosciurus finlaysonii,
936,Indonesian mountain weasel,Mustela lutreolina,
937,Owston's palm civet,Chrotogale owstoni,
938,Banded surili,Presbytis femoralis,
939,Mauritian tomb bat,Taphozous mauritianus,
940,Chacoan pygmy opossum,Chacodelphys formosa,
941,Seven-banded armadillo,Dasypus septemcinctus,
942,Somali hedgehog,Atelerix sclateri,
943,Western tree hyrax,Dendrohyrax dorsalis,
944,Guiana dolphin,Sotalia guianensis,
945,Grandidier's mongoose,Galidictis grandidieri,
946,Greater long-nosed bat,Leptonycteris nivalis,
947,Chacoan mara,Dolichotis salinicola,
948,Townsend's Chipmunk,Neotamias townsendii,2-7 yrs
949,Red-Necked Pademelon,Thylogale thetis,9 yrs
